Unnamed: 0,Team,Batter,Dismissal,Runs,Balls,4s,6s,SR,match_id,is_plate,dismissal_type,batting_position
5,ASM,Purkayastha,c Rinku Singh b Zeeshan Ansari,22,25,1,0,88.0,ASMvsUP,False,caught,6
6,ASM,Akash Sengupta,c Prashant Veer b Vipraj Nigam,16,15,0,1,106.67,ASMvsUP,False,caught,7
7,ASM,Abdul Ajij Kuraishi,c Goswami b Vipraj Nigam,16,16,1,1,100.0,ASMvsUP,False,caught,8
8,ASM,Mukhtar Hussain,c Sameer Rizvi b Vipraj Nigam,1,4,0,0,25.0,ASMvsUP,False,caught,9
9,ASM,Avinov Choudhury,lbw b Prashant Veer,3,3,0,0,100.0,ASMvsUP,False,lbw,10
10,ASM,Rahul Singh,not out,0,2,0,0,0.0,ASMvsUP,False,not out,11
11,UP,Abhishek Goswami,retd hurt,24,29,3,0,82.76,ASMvsUP,False,retired hurt,1
12,UP,Aryan Juyal,not out,150,140,15,3,107.14,ASMvsUP,False,not out,2
13,UP,Dhruv Jurel (wk),lbw b Rahul Singh,17,16,2,0,106.25,ASMvsUP,False,lbw,3
14,UP,Priyam Garg,c Rahul Singh b Akash Sengupta,52,53,5,0,98.11,ASMvsUP,False,caught,4
15,UP,Rinku Singh (c),not out,37,15,4,2,246.67,ASMvsUP,False,not out,5
0,BEN,Abishek Porel (wk),c Saurav Dihingia b Akash Sengupta,11,11,1,1,100.0,BENvsASM,False,caught,1
1,BEN,Abhimanyu Easwaran (c),c and b Avinov Choudhury,102,116,10,0,87.93,BENvsASM,False,caught,2
2,BEN,Sudip Gharami,lbw b Abdul Ajij Kuraishi,32,41,5,0,78.05,BENvsASM,False,lbw,3
3,BEN,Anustup Majumdar,c Saurav Dihingia b Avinov Choudhury,31,39,2,0,79.49,BENvsASM,False,caught,4
4,BEN,Shahbaz Ahmed,not out,66,57,6,2,115.79,BENvsASM,False,not out,5
5,BEN,Sumanta Gupta,b Rahul Singh,13,14,2,0,92.86,BENvsASM,False,bowled,6
6,BEN,Karan Lal,c Sumit Ghadigaonkar b Rahul Singh,3,6,0,0,50.0,BENvsASM,False,caught,7
7,BEN,Akash Deep,c Denish Das b Akash Sengupta,17,6,2,1,283.33,BENvsASM,False,caught,8
8,BEN,Shami,not out,25,11,3,1,227.27,BENvsASM,False,not out,9
9,ASM,Pradyun Saikia,c Sudip Gharami b Shami,2,6,0,0,33.33,BENvsASM,False,caught,1
10,ASM,Saurav Dihingia,run out (Anustup Majumdar),31,36,5,1,86.11,BENvsASM,False,run out,2
11,ASM,Sumit Ghadigaonkar (c & wk),b Shami,40,54,4,0,74.07,BENvsASM,False,bowled,3
12,ASM,Sibsankar Roy,c Rohit Das b Mukesh Kumar,17,16,3,0,106.25,BENvsASM,False,caught,4
13,ASM,Denish Das,run out (Anustup Majumdar),43,52,3,0,82.69,BENvsASM,False,run out,5
14,ASM,Swarupam Purkayastha,b Shahbaz Ahmed,21,25,1,1,84.0,BENvsASM,False,bowled,6
15,ASM,Abdul Ajij Kuraishi,st (sub)Sumit Nag b Rohit Das,35,43,2,2,81.4,BENvsASM,False,stumped,7
16,ASM,Akash Sengupta,c Mukesh Kumar b Shami,2,5,0,0,40.0,BENvsASM,False,caught,8
17,ASM,Mukhtar Hussain,c (sub)Sumit Nag b Rohit Das,1,5,0,0,20.0,BENvsASM,False,caught,9
18,ASM,Avinov Choudhury,run out (Mukesh Kumar),6,6,0,0,100.0,BENvsASM,False,run out,10
19,ASM,Rahul Singh,not out,0,5,0,0,0.0,BENvsASM,False,not out,11
0,BEN,Abishek Porel (wk),c V Solanki b Krunal Pandya,38,35,7,0,108.57,BENvsBRD,False,caught,1
1,BEN,Abhimanyu Easwaran (c),c Mitesh Patel b Raj Limbani,5,6,1,0,83.33,BENvsBRD,False,caught,2
2,BEN,Sudip Gharami,c Priyanshu Moliya b Rasikh Salam,0,5,0,0,0.0,BENvsBRD,False,caught,3
3,BEN,Anustup Majumdar,c Rasikh Salam b Raj Limbani,47,54,7,0,87.04,BENvsBRD,False,caught,4
4,BEN,A Gani,c Shivalik Sharma b Krunal Pandya,2,6,0,0,33.33,BENvsBRD,False,caught,5
5,BEN,Sumanta Gupta,c Bhanu Pania b Krunal Pandya,21,25,2,0,84.0,BENvsBRD,False,caught,6
6,BEN,Shahbaz Ahmed,c Bhanu Pania b Raj Limbani,26,33,0,2,78.79,BENvsBRD,False,caught,7
7,BEN,Karan Lal,st Mitesh Patel b Aryan Chavda,40,43,2,4,93.02,BENvsBRD,False,stumped,8
8,BEN,Akash Deep,c Shivalik Sharma b Raj Limbani,0,1,0,0,0.0,BENvsBRD,False,caught,9
9,BEN,Shami,c V Solanki b Raj Limbani,7,17,1,0,41.18,BENvsBRD,False,caught,10
10,BEN,Mukesh Kumar,not out,9,6,2,0,150.0,BENvsBRD,False,not out,11
11,BRD,Shashwat Rawat,c and b A Gani,61,50,11,0,122.0,BENvsBRD,False,caught,1
12,BRD,Mitesh Patel (wk),c Abishek Porel b Shami,2,8,0,0,25.0,BENvsBRD,False,caught,2
13,BRD,Priyanshu Moliya,c Sudip Gharami b Shahbaz Ahmed,52,90,3,0,57.78,BENvsBRD,False,caught,3
14,BRD,Krunal Pandya (c),b A Gani,57,63,6,1,90.48,BENvsBRD,False,bowled,4
15,BRD,Shivalik Sharma,b Akash Deep,0,2,0,0,0.0,BENvsBRD,False,bowled,5
16,BRD,Vishnu Solanki,not out,19,12,4,0,158.33,BENvsBRD,False,not out,6
17,BRD,Bhanu Pania,c Anustup Majumdar b Shahbaz Ahmed,0,1,0,0,0.0,BENvsBRD,False,caught,7
18,BRD,Atit Sheth,not out,5,7,1,0,71.43,BENvsBRD,False,not out,8
0,BEN,Karan Lal,c Dhruv Jurel b Karan Chaudhary,5,11,0,0,45.45,BENvsUP,False,caught,1
1,BEN,Abhimanyu Easwaran (c),c Dhruv Jurel b Kunal Tyagi,28,11,7,0,254.55,BENvsUP,False,caught,2
2,BEN,Sudip Kumar Gharami,c Sameer Rizvi b Prashant Veer,94,106,12,1,88.68,BENvsUP,False,caught,3
3,BEN,Anustup Majumdar,c Prashant Veer b Karan Chaudhary,13,10,3,0,130.0,BENvsUP,False,caught,4
4,BEN,Shahbaz Ahmed,c Dhruv Jurel b Zeeshan Ansari,43,54,3,0,79.63,BENvsUP,False,caught,5
5,BEN,Shakir Habib Gandhi (wk),c and b Rinku Singh,17,26,1,0,65.38,BENvsUP,False,caught,6
6,BEN,Vishal Sunil Bhati,st Dhruv Jurel b Zeeshan Ansari,15,20,2,0,75.0,BENvsUP,False,stumped,7
7,BEN,Akash Deep,c Prashant Veer b Vipraj Nigam,33,16,1,4,206.25,BENvsUP,False,caught,8
8,BEN,Mohammed Shami,c Vipraj Nigam b Zeeshan Ansari,10,11,0,1,90.91,BENvsUP,False,caught,9
9,BEN,Rohit Das,not out,2,3,0,0,66.67,BENvsUP,False,not out,10
10,BEN,Ankit Mishra,c Priyam Garg b Vipraj Nigam,1,3,0,0,33.33,BENvsUP,False,caught,11
11,UP,Abhishek Goswami,c Vishal Bhati b Akash Deep,4,7,1,0,57.14,BENvsUP,False,caught,1
12,UP,Aryan Juyal,b Ankit Mishra,56,65,7,0,86.15,BENvsUP,False,bowled,2
13,UP,Dhruv Jurel (wk),run out (Karan Lal),123,96,9,5,128.12,BENvsUP,False,run out,3
14,UP,Priyam Garg,lbw b Shami,24,32,3,0,75.0,BENvsUP,False,lbw,4
15,UP,Rinku Singh (c),not out,37,26,3,2,142.31,BENvsUP,False,not out,5
16,UP,Sameer Rizvi,b Rohit Das,8,11,1,0,72.73,BENvsUP,False,bowled,6
17,UP,Prashant Veer,not out,8,18,0,0,44.44,BENvsUP,False,not out,7
0,BRD,Nitya Pandya,b Rohit Dhanda,2,4,0,0,50.0,BRDvsCDG,False,bowled,1
1,BRD,Amit Pasi,c Nikhil Thakur b Jagjit Singh,5,5,1,0,100.0,BRDvsCDG,False,caught,2
2,BRD,Priyanshu Moliya,c Taranpreet Singh b Vishu Kashyap,113,106,10,1,106.6,BRDvsCDG,False,caught,3
3,BRD,Vishnu Solanki,c Sanyam Saini b Nishunk Birla,54,49,8,0,110.2,BRDvsCDG,False,caught,4
4,BRD,Krunal Pandya (c),c Sanyam Saini b Taranpreet Singh,20,23,2,0,86.96,BRDvsCDG,False,caught,5
5,BRD,Hardik Pandya,c Nikhil Thakur b Jagjit Singh,75,31,2,9,241.94,BRDvsCDG,False,caught,6
6,BRD,Jitesh Sharma (wk),c Taranpreet Singh b Hartejassvi Kapoor,73,33,8,4,221.21,BRDvsCDG,False,caught,7
7,BRD,Ninad Ashvinkumar Rathva,c Sanyam Saini b Hartejassvi Kapoor,38,38,3,0,100.0,BRDvsCDG,False,caught,8
8,BRD,Mahesh Pithiya,b Rohit Dhanda,1,2,0,0,50.0,BRDvsCDG,False,bowled,9
9,BRD,Raj Limbani,b Jagjit Singh,3,5,0,0,60.0,BRDvsCDG,False,bowled,10
10,BRD,Rasikh Dar Salam,not out,0,0,0,0,0.0,BRDvsCDG,False,not out,11
11,CDG,Manan Vohra (c),lbw b Rasikh Salam,4,7,1,0,57.14,BRDvsCDG,False,lbw,1
12,CDG,Arjun Azad,c Jitesh Sharma b Hardik Pandya,15,12,1,1,125.0,BRDvsCDG,False,caught,2
13,CDG,Shivam Bhambri,c Krunal Pandya b Hardik Pandya,100,95,6,4,105.26,BRDvsCDG,False,caught,3
14,CDG,Nikhil Thakur (wk),b Rasikh Salam,7,10,1,0,70.0,BRDvsCDG,False,bowled,4
15,CDG,Sanyam Saini,c Nitya Pandya b Krunal Pandya,15,18,3,0,83.33,BRDvsCDG,False,caught,5
16,CDG,Taranpreet Singh,c Hardik Pandya b Mahesh Pithiya,44,49,5,0,89.8,BRDvsCDG,False,caught,6
17,CDG,Vishu Kashyap,c Krunal Pandya b Hardik Pandya,18,16,0,2,112.5,BRDvsCDG,False,caught,7
18,CDG,Jagjit Singh,c (sub)Shivalik Sharma b Ninad Rathva,1,3,0,0,33.33,BRDvsCDG,False,caught,8
19,CDG,Nishunk Birla,c Rasikh Salam b Mahesh Pithiya,20,13,1,1,153.85,BRDvsCDG,False,caught,9
20,CDG,Hartejassvi Kapoor,not out,6,15,0,0,40.0,BRDvsCDG,False,not out,10
21,CDG,Rohit Dhanda,c Priyanshu Moliya b Mahesh Pithiya,1,2,0,0,50.0,BRDvsCDG,False,caught,11
0,BRD,Nitya Pandya,st Pragnay Reddy b T Thyagarajan,122,110,12,1,110.91,BRDvsHYD,False,stumped,1
1,BRD,Amit Pasi,c Pragnay Reddy b Aelgani Varun Goud,127,93,12,7,136.56,BRDvsHYD,False,caught,2
2,BRD,Krunal Pandya (c),not out,109,63,18,1,173.02,BRDvsHYD,False,not out,3
3,BRD,Jitesh Sharma (wk),c Pragnay Reddy b Milind,0,6,0,0,0.0,BRDvsHYD,False,caught,4
4,BRD,V Solanki,c Pragnay Reddy b Milind,0,2,0,0,0.0,BRDvsHYD,False,caught,5
5,BRD,Bhanu Pania,not out,42,27,2,2,155.56,BRDvsHYD,False,not out,6
6,HYD,Aman Rao Perala,c Raj Limbani b Mahesh Pithiya,39,29,6,1,134.48,BRDvsHYD,False,caught,1
7,HYD,Tanmay Agarwal,c Jitesh Sharma b A Sheth,32,20,5,1,160.0,BRDvsHYD,False,caught,2
8,HYD,Abhirath Reddy,lbw b Mahesh Pithiya,130,90,18,2,144.44,BRDvsHYD,False,lbw,3
9,HYD,Pragnay Reddy (wk),c Mahesh Pithiya b Raj Limbani,113,98,11,1,115.31,BRDvsHYD,False,caught,4
10,HYD,Aelgani Varun Goud,c A Sheth b Karan Umatt,11,13,1,0,84.62,BRDvsHYD,False,caught,5
11,HYD,K Nitesh Reddy,b A Sheth,33,25,2,1,132.0,BRDvsHYD,False,bowled,6
12,HYD,Chama V Milind (c),c Mahesh Pithiya b Karan Umatt,3,8,0,0,37.5,BRDvsHYD,False,caught,7
13,HYD,Arfaz Ahmed Mohammad,c Priyanshu Moliya b A Sheth,0,1,0,0,0.0,BRDvsHYD,False,caught,8
14,HYD,Tanay Thyagarajan,c (sub)Ninad Rathva b Raj Limbani,2,4,0,0,50.0,BRDvsHYD,False,caught,9
15,HYD,Nitin Sai Yadav,c and b Mahesh Pithiya,5,6,1,0,83.33,BRDvsHYD,False,caught,10
16,HYD,Chinntla Rakshan Readdi,not out,3,5,0,0,60.0,BRDvsHYD,False,not out,11
0,BRD,Nitya Pandya,c Abid Mushtaq b Yudhvir Singh,5,6,1,0,83.33,BRDvsJK,False,caught,1
1,BRD,Amit Pasi,b Auqib Nabi,6,6,1,0,100.0,BRDvsJK,False,bowled,2
2,BRD,Priyanshu Moliya,retd out,114,113,9,0,100.88,BRDvsJK,False,retired hurt,3
3,BRD,A Sheth,c Dikshant Kundal b Yudhvir Singh,6,23,1,0,26.09,BRDvsJK,False,caught,4
4,BRD,V Solanki,c P Dogra b Vanshaj Sharma,132,108,13,4,122.22,BRDvsJK,False,caught,5
5,BRD,Krunal Pandya (c),c P Dogra b Yudhvir Singh,28,22,4,0,127.27,BRDvsJK,False,caught,6
6,BRD,Jitesh Sharma (wk),c Kawalpreet Singh b Auqib Nabi,8,6,1,0,133.33,BRDvsJK,False,caught,7
7,BRD,Mahesh Pithiya,c Sahil Lotra b Auqib Nabi,11,8,1,0,137.5,BRDvsJK,False,caught,8
8,BRD,Rasikh Salam,c (sub)Vivrant Sharma b Sunil Kumar,1,2,0,0,50.0,BRDvsJK,False,caught,9
9,BRD,Aryan Chavda,not out,5,4,1,0,125.0,BRDvsJK,False,not out,10
10,BRD,Karan Umatt,b Auqib Nabi,1,2,0,0,50.0,BRDvsJK,False,bowled,11
11,JK,Shubham Khajuria,c Jitesh Sharma b Rasikh Salam,0,1,0,0,0.0,BRDvsJK,False,caught,1
12,JK,Dikshant Kundal (wk),c Priyanshu Moliya b Mahesh Pithiya,66,65,7,2,101.54,BRDvsJK,False,caught,2
13,JK,Yawer Hassan,c Jitesh Sharma b Krunal Pandya,18,41,2,0,43.9,BRDvsJK,False,caught,3
14,JK,Kawalpreet Singh,c Mahesh Pithiya b Krunal Pandya,65,80,1,2,81.25,BRDvsJK,False,caught,4
15,JK,Paras Dogra (c),c Nitya Pandya b Mahesh Pithiya,13,22,1,0,59.09,BRDvsJK,False,caught,5
16,JK,Sahil Lotra,c Priyanshu Moliya b A Sheth,42,40,4,1,105.0,BRDvsJK,False,caught,6
17,JK,Yudhvir Singh Charak,c Aryan Chavda b A Sheth,0,1,0,0,0.0,BRDvsJK,False,caught,7
18,JK,Abid Mushtaq,b Karan Umatt,10,6,0,1,166.67,BRDvsJK,False,bowled,8
19,JK,Auqib Nabi Dar,not out,22,12,3,1,183.33,BRDvsJK,False,not out,9
20,JK,Vanshaj Sharma,lbw b Karan Umatt,0,2,0,0,0.0,BRDvsJK,False,lbw,10
21,JK,Sunil Kumar,run out (Rasikh Salam),4,3,1,0,133.33,BRDvsJK,False,run out,11
0,BRD,Nitya Pandya,c Harsh Dubey b Nachiket Bhute,15,17,3,0,88.24,BRDvsVID,False,caught,1
1,BRD,Amit Pasi,c Parth Rekhade b Nachiket Bhute,0,5,0,0,0.0,BRDvsVID,False,caught,2
2,BRD,Priyanshu Moliya,c Atharva Taide b Praful Hinge,16,24,2,0,66.67,BRDvsVID,False,caught,3
3,BRD,A Sheth,c Akshay Wadkar b Yash Thakur,21,29,2,0,72.41,BRDvsVID,False,caught,4
4,BRD,Krunal Pandya (c),lbw b Parth Rekhade,23,50,2,0,46.0,BRDvsVID,False,lbw,5
5,BRD,Jitesh Sharma (wk),c Nachiket Bhute b Yash Thakur,9,17,1,0,52.94,BRDvsVID,False,caught,6
6,BRD,Hardik Pandya,c Atharva Taide b Yash Thakur,133,92,8,11,144.57,BRDvsVID,False,caught,7
7,BRD,V Solanki,c Harsh Dubey b Parth Rekhade,26,17,3,0,152.94,BRDvsVID,False,caught,8
8,BRD,Raj Limbani,c Praful Hinge b Yash Thakur,10,25,1,0,40.0,BRDvsVID,False,caught,9
9,BRD,Mahesh Pithiya,not out,18,14,1,0,128.57,BRDvsVID,False,not out,10
10,BRD,Karan Umatt,not out,13,11,1,1,118.18,BRDvsVID,False,not out,11
11,VID,Atharva Taide,c and b Mahesh Pithiya,65,53,7,4,122.64,BRDvsVID,False,caught,1
12,VID,Aman Mokhade,not out,150,121,17,4,123.97,BRDvsVID,False,not out,2
13,VID,Dhruv Shorey,not out,65,76,6,0,85.53,BRDvsVID,False,not out,3
0,CDG,Vohra (c),c Sudip Gharami b Shahbaz Ahmed,122,127,9,2,96.06,CDGvsBEN,False,caught,1
1,CDG,Arjun Azad,b Shami,31,18,6,1,172.22,CDGvsBEN,False,bowled,2
2,CDG,Arslan Khan,c Vishal Bhati b Shahbaz Ahmed,26,35,2,0,74.29,CDGvsBEN,False,caught,3
3,CDG,Tushar Joshi,c Abishek Porel b Mukesh Kumar,20,28,2,0,71.43,CDGvsBEN,False,caught,4
4,CDG,Sanyam Saini,c Akash Deep b Mukesh Kumar,67,54,6,4,124.07,CDGvsBEN,False,caught,5
5,CDG,Taranpreet Singh,c Karan Lal b Shami,15,9,1,1,166.67,CDGvsBEN,False,caught,6
6,CDG,Nikhil Thakur (wk),b Mukesh Kumar,8,9,0,0,88.89,CDGvsBEN,False,bowled,7
7,CDG,Jagjit Singh,b Mukesh Kumar,4,5,0,0,80.0,CDGvsBEN,False,bowled,8
8,CDG,Nishunk Birla,c Sumanta Gupta b Shami,2,4,0,0,50.0,CDGvsBEN,False,caught,9
9,CDG,Rohit Dhanda,c Abishek Porel b Mukesh Kumar,0,1,0,0,0.0,CDGvsBEN,False,caught,10
10,CDG,Hartejassvi Kapoor,not out,0,0,0,0,0.0,CDGvsBEN,False,not out,11
11,BEN,Abishek Porel (wk),c Arslan Khan b Taranpreet Singh,106,84,12,2,126.19,CDGvsBEN,False,caught,1
12,BEN,Abhimanyu Easwaran (c),c Rohit Dhanda b Nishunk Birla,25,31,4,0,80.65,CDGvsBEN,False,caught,2
13,BEN,Sudip Kumar Gharami,c Tushar Joshi b Jagjit Singh,17,25,2,0,68.0,CDGvsBEN,False,caught,3
14,BEN,Anustup Majumdar,c (sub)Vishu Kashyap b Rohit Dhanda,63,70,4,1,90.0,CDGvsBEN,False,caught,4
15,BEN,Shahbaz Ahmed,not out,76,61,8,1,124.59,CDGvsBEN,False,not out,5
16,BEN,Sumanta Gupta,not out,22,15,3,0,146.67,CDGvsBEN,False,not out,6
0,CDG,Arslan Khan,c Rydham Sharma b Nasir Lone,27,21,6,0,128.57,CDGvsJK,False,caught,1
1,CDG,Vohra (c),run out (M Ashwin),14,33,1,0,42.42,CDGvsJK,False,run out,2
2,CDG,Arjun Azad,lbw b Nasir Lone,0,1,0,0,0.0,CDGvsJK,False,lbw,3
3,CDG,Tushar Joshi (wk),c Rydham Sharma b Auqib Nabi,42,57,3,0,73.68,CDGvsJK,False,caught,4
4,CDG,Ankit Kaushik,b Nasir Lone,7,9,0,0,77.78,CDGvsJK,False,bowled,5
5,CDG,Taranpreet Singh,c Qamran Iqbal b Auqib Nabi,43,51,6,0,84.31,CDGvsJK,False,caught,6
6,CDG,Vishu Kashyap,not out,22,31,3,0,70.97,CDGvsJK,False,not out,7
7,CDG,Jagjit Singh,lbw b Nasir Lone,12,14,0,1,85.71,CDGvsJK,False,lbw,8
8,CDG,Nishunk Birla,c and b M Ashwin,1,2,0,0,50.0,CDGvsJK,False,caught,9
9,CDG,Rohit Dhanda,c Yawer Hassan b Abid Mushtaq,17,14,2,1,121.43,CDGvsJK,False,caught,10
10,CDG,Sandeep Sharma,b Abid Mushtaq,1,8,0,0,12.5,CDGvsJK,False,bowled,11
11,JK,Qamran Iqbal,not out,73,117,7,0,62.39,CDGvsJK,False,not out,1
12,JK,Shubham Khajuria,not out,129,105,20,0,122.86,CDGvsJK,False,not out,2
0,CDG,Vohra (c),c Akshay Wadkar b Darshan Nalkande,0,1,0,0,0.0,CDGvsVID,False,caught,1
1,CDG,Arjun Azad,c Atharva Taide b Nachiket Bhute,0,1,0,0,0.0,CDGvsVID,False,caught,2
2,CDG,Arslan Khan,run out (Dipesh Parwani),27,26,6,0,103.85,CDGvsVID,False,run out,3
3,CDG,Tushar Joshi,c Akshay Wadkar b Nachiket Bhute,0,1,0,0,0.0,CDGvsVID,False,caught,4
4,CDG,Nikhil Thakur (wk),b Yash Kadam,17,28,3,0,60.71,CDGvsVID,False,bowled,5
5,CDG,Taranpreet Singh,c Akshay Wadkar b Dipesh Parwani,17,34,2,0,50.0,CDGvsVID,False,caught,6
6,CDG,Sanyam Saini,c Yash Rathod b Darshan Nalkande,36,53,4,1,67.92,CDGvsVID,False,caught,7
7,CDG,Nishunk Birla,c Dhruv Shorey b Dipesh Parwani,0,1,0,0,0.0,CDGvsVID,False,caught,8
8,CDG,Jagjit Singh,c Akshay Wadkar b Darshan Nalkande,6,23,0,0,26.09,CDGvsVID,False,caught,9
9,CDG,Rohit Dhanda,c and b Darshan Nalkande,0,7,0,0,0.0,CDGvsVID,False,caught,10
10,CDG,Sandeep Sharma,not out,0,0,0,0,0.0,CDGvsVID,False,not out,11
11,VID,Atharva Taide,not out,43,68,5,0,63.24,CDGvsVID,False,not out,1
12,VID,Aman Mokhade,c Arslan Khan b Sandeep Sharma,6,11,1,0,54.55,CDGvsVID,False,caught,2
13,VID,Dhruv Shorey,c Nikhil Thakur b Rohit Dhanda,43,43,7,0,100.0,CDGvsVID,False,caught,3
14,VID,Nachiket Bhute,not out,15,13,2,0,115.38,CDGvsVID,False,not out,4
0,CG,Aayush Pandey,c Kashyap Bakhale b Deepraj Gaonkar,17,48,2,0,35.42,CGvsGOA,False,caught,1
1,CG,Anuj Tiwary,b V Koushik,29,27,6,0,107.41,CGvsGOA,False,bowled,2
2,CG,Mayank Verma (wk),c Rajashekhar Harikant b Deepraj Gaonkar,64,79,3,2,81.01,CGvsGOA,False,caught,3
3,CG,Sanjeet Desai,c Deepraj Gaonkar b Darshan Misal,4,10,1,0,40.0,CGvsGOA,False,caught,4
4,CG,Amandeep Khare (c),c Rajashekhar Harikant b V Koushik,76,75,5,1,101.33,CGvsGOA,False,caught,5
5,CG,Vikalp Tiwari,c Vikash Kanwar b Samit Mishra,2,6,0,0,33.33,CGvsGOA,False,caught,6
6,CG,Ajay Mandal,c Lalit Yadav b Deepraj Gaonkar,3,8,0,0,37.5,CGvsGOA,False,caught,7
7,CG,Mayank Yadav,c Abhinav Tejrana b Deepraj Gaonkar,0,3,0,0,0.0,CGvsGOA,False,caught,8
8,CG,Shubham Agarwal,not out,19,15,0,1,126.67,CGvsGOA,False,not out,9
9,CG,Sourabh Majumdar,c Deepraj Gaonkar b V Koushik,13,21,1,0,61.9,CGvsGOA,False,caught,10
10,CG,Ravi Kiran,lbw b V Koushik,0,1,0,0,0.0,CGvsGOA,False,lbw,11
11,GOA,Snehal Kauthankar,not out,107,116,10,1,92.24,CGvsGOA,False,not out,1
12,GOA,Kashyap Bakhale,c Ajay Mandal b Shubham Agarwal,48,68,5,1,70.59,CGvsGOA,False,caught,2
13,GOA,Abhinav Tejrana,c Mayank Verma b Shubham Agarwal,13,14,1,0,92.86,CGvsGOA,False,caught,3
14,GOA,Suyash Prabhudessai,c Mayank Verma b Shubham Agarwal,2,8,0,0,25.0,CGvsGOA,False,caught,4
15,GOA,Lalit Yadav,lbw b Ajay Mandal,43,47,5,0,91.49,CGvsGOA,False,lbw,5
16,GOA,Deepraj Gaonkar (c),not out,11,12,1,0,91.67,CGvsGOA,False,not out,6
0,CG,Aayush Pandey,run out (Pradeep Dadhe),49,52,6,0,94.23,CGvsMAH,False,run out,1
1,CG,Anuj Tiwary,c Siddhesh Veer b Pradeep Dadhe,9,13,1,0,69.23,CGvsMAH,False,caught,2
2,CG,Ashutosh,b Vicky Ostwal,8,14,1,0,57.14,CGvsMAH,False,bowled,3
3,CG,Amandeep Khare (c),b Satyajeet Bachhav,0,3,0,0,0.0,CGvsMAH,False,bowled,4
4,CG,Vikalp Tiwari,run out (Ruturaj Gaikwad),22,23,1,1,95.65,CGvsMAH,False,run out,5
5,CG,Mayank Verma (wk),c Nikhil Naik b Rajvardhan Hangargekar,16,16,2,0,100.0,CGvsMAH,False,caught,6
6,CG,Ajay Mandal,b Pradeep Dadhe,19,16,2,1,118.75,CGvsMAH,False,bowled,7
7,CG,Mohit Raut,b Vicky Ostwal,9,9,0,1,100.0,CGvsMAH,False,bowled,8
8,CG,Vashudev Bareth,b Vicky Ostwal,14,9,2,0,155.56,CGvsMAH,False,bowled,9
9,CG,Dev Aditya Singh,not out,6,8,0,0,75.0,CGvsMAH,False,not out,10
10,CG,Ravi Kiran,b Pradeep Dadhe,8,11,1,0,72.73,CGvsMAH,False,bowled,11
11,MAH,Prithvi Shaw,c Anuj Tiwary b Ravi Kiran,2,5,0,0,40.0,CGvsMAH,False,caught,1
12,MAH,Arshin Kulkarni,run out (Amandeep Khare),67,66,7,2,101.52,CGvsMAH,False,run out,2
13,MAH,Ankit Bawne,c Dev Aditya Singh b Mohit Raut,14,19,2,0,73.68,CGvsMAH,False,caught,3
14,MAH,Siddhesh Veer,st Mayank Verma b Ajay Mandal,23,37,1,0,62.16,CGvsMAH,False,stumped,4
15,MAH,Ruturaj Gaikwad (c),c Aayush Pandey b Vikalp Tiwari,22,15,2,1,146.67,CGvsMAH,False,caught,5
16,MAH,Ramakrishna Ghosh,c and b Ajay Mandal,7,14,0,0,50.0,CGvsMAH,False,caught,6
17,MAH,Nikhil Naik (wk),c Vashudev Bareth b Ravi Kiran,6,14,0,0,42.86,CGvsMAH,False,caught,7
18,MAH,Satyajeet Bachhav,not out,12,12,1,0,100.0,CGvsMAH,False,not out,8
19,MAH,Vicky Ostwal,c Vashudev Bareth b Ravi Kiran,0,3,0,0,0.0,CGvsMAH,False,caught,9
20,MAH,Rajvardhan Hangargekar,not out,1,1,0,0,100.0,CGvsMAH,False,not out,10
0,CG,Anuj Tiwary,c Sarfaraz Khan b Thakur,0,2,0,0,0.0,CGvsMUM,False,caught,1
1,CG,Ashutosh,c Sarfaraz Khan b Thakur,6,11,1,0,54.55,CGvsMUM,False,caught,2
2,CG,Mayank Verma (wk),b Thakur,3,3,0,0,100.0,CGvsMUM,False,bowled,3
3,CG,Sanjeet Desai,c Sarfaraz Khan b Thakur,1,4,0,0,25.0,CGvsMUM,False,caught,4
4,CG,Amandeep Khare (c),c Angkrish Raghuvanshi b Musheer Khan,63,103,6,0,61.17,CGvsMUM,False,caught,5
5,CG,Ajay Mandal,lbw b Shams Mulani,46,67,7,0,68.66,CGvsMUM,False,lbw,6
6,CG,Sarwate,lbw b Shams Mulani,7,12,0,0,58.33,CGvsMUM,False,lbw,7
7,CG,Mohit Raut,b Shams Mulani,1,6,0,0,16.67,CGvsMUM,False,bowled,8
8,CG,Harsh Yadav,lbw b Shams Mulani,5,8,1,0,62.5,CGvsMUM,False,lbw,9
9,CG,Sourabh Majumdar,c Thakur b Shams Mulani,3,10,0,0,30.0,CGvsMUM,False,caught,10
10,CG,Ravi Kiran,not out,0,3,0,0,0.0,CGvsMUM,False,not out,11
11,MUM,Angkrish Raghuvanshi,not out,68,66,6,2,103.03,CGvsMUM,False,not out,1
12,MUM,Ishan Mulchandani,c Mayank Verma b Harsh Yadav,19,36,3,0,52.78,CGvsMUM,False,caught,2
13,MUM,Siddhesh Lad,not out,48,42,6,1,114.29,CGvsMUM,False,not out,3
0,CG,Aayush Pandey,b Sukhdeep Bajwa,10,16,2,0,62.5,CGvsPUN,False,bowled,1
1,CG,Anuj Tiwary,c Prabhsimran b Krish Bhagat,31,40,6,0,77.5,CGvsPUN,False,caught,2
